ts_utc,run_name,stage,dt_s,detail
2026-02-08T23:05:17.146Z,p1_crnn_seed42,epoch_done,2179.29,epoch=9 train_loss=0.1883 train_acc=0.9325 train_f1=0.9157 val_loss=0.5141 val_acc=0.8261 val_f1=0.7853
2026-02-08T23:40:41.943Z,p1_crnn_seed42,epoch_done,2124.79,epoch=10 train_loss=0.1850 train_acc=0.9335 train_f1=0.9170 val_loss=0.4849 val_acc=0.8345 val_f1=0.7957
2026-02-09T00:16:16.412Z,p1_crnn_seed42,epoch_done,2134.47,epoch=11 train_loss=0.1799 train_acc=0.9355 train_f1=0.9198 val_loss=0.5008 val_acc=0.8321 val_f1=0.7949
2026-02-09T00:52:18.476Z,p1_crnn_seed42,epoch_done,2162.06,epoch=12 train_loss=0.1765 train_acc=0.9361 train_f1=0.9211 val_loss=0.5335 val_acc=0.8209 val_f1=0.7837
2026-02-09T01:28:16.990Z,p1_crnn_seed42,epoch_done,2158.51,epoch=13 train_loss=0.1735 train_acc=0.9374 train_f1=0.9229 val_loss=0.5308 val_acc=0.8341 val_f1=0.7927
2026-02-09T02:04:19.934Z,p1_crnn_seed42,epoch_done,2162.94,epoch=14 train_loss=0.1705 train_acc=0.9382 train_f1=0.9241 val_loss=0.5049 val_acc=0.8208 val_f1=0.7768
2026-02-09T02:40:29.123Z,p1_crnn_seed42,epoch_done,2169.19,epoch=15 train_loss=0.1687 train_acc=0.9389 train_f1=0.9250 val_loss=0.5351 val_acc=0.8157 val_f1=0.7651
2026-02-09T02:40:29.124Z,p1_crnn_seed42,early_stop,,early_stop at epoch=15 best_epoch=10 best_val_f1=0.795672
2026-02-09T02:40:29.133Z,p1_crnn_seed42,test_eval_start,,
2026-02-09T02:42:17.238Z,p1_crnn_seed42,test_eval_done,108.10,test_loss=0.4304 test_acc=0.8612 test_f1=0.8282
2026-02-09T02:43:58.309Z,p1_crnn_seed42,leaderboard_written,,path=results/leaderboard.csv
2026-02-09T02:43:58.310Z,p1_crnn_seed42,run_done,,
2026-02-09T02:45:02.819Z,p1_tinycnn_seed42,run_start,,model=tinycnn epochs=50 bs=64 lr=0.001 seed=42
2026-02-09T02:45:02.822Z,p1_tinycnn_seed42,load_datasets_start,,mode=full
2026-02-09T02:45:02.829Z,p1_tinycnn_seed42,load_datasets_done,0.01,train=250050 val=63056 test=67256
2026-02-09T02:45:02.830Z,p1_tinycnn_seed42,device_selected,,device=mps name=Apple MPS GPU
2026-02-09T02:45:02.847Z,p1_tinycnn_seed42,model_initialized,,model=tinycnn params=23491
2026-02-09T02:48:21.183Z,p1_tinycnn_seed42,epoch_done,197.51,epoch=1 train_loss=0.7126 train_acc=0.6835 train_f1=0.6197 val_loss=0.6547 val_acc=0.7327 val_f1=0.6761
2026-02-09T02:51:33.487Z,p1_tinycnn_seed42,epoch_done,192.30,epoch=2 train_loss=0.4916 train_acc=0.8189 train_f1=0.7823 val_loss=0.7439 val_acc=0.7454 val_f1=0.7277
2026-02-09T02:54:44.777Z,p1_tinycnn_seed42,epoch_done,191.29,epoch=3 train_loss=0.4272 train_acc=0.8495 train_f1=0.8218 val_loss=0.6657 val_acc=0.7772 val_f1=0.7369
2026-02-09T02:57:55.204Z,p1_tinycnn_seed42,epoch_done,190.42,epoch=4 train_loss=0.4000 train_acc=0.8642 train_f1=0.8400 val_loss=0.7143 val_acc=0.7588 val_f1=0.7246
2026-02-09T03:01:05.367Z,p1_tinycnn_seed42,epoch_done,190.16,epoch=5 train_loss=0.3811 train_acc=0.8720 train_f1=0.8491 val_loss=0.8740 val_acc=0.7186 val_f1=0.6985
2026-02-09T03:04:16.306Z,p1_tinycnn_seed42,epoch_done,190.94,epoch=6 train_loss=0.3645 train_acc=0.8782 train_f1=0.8573 val_loss=0.7488 val_acc=0.7684 val_f1=0.7251
2026-02-09T03:07:24.819Z,p1_tinycnn_seed42,epoch_done,188.51,epoch=7 train_loss=0.3519 train_acc=0.8831 train_f1=0.8639 val_loss=0.8164 val_acc=0.7350 val_f1=0.6818
2026-02-09T03:10:36.810Z,p1_tinycnn_seed42,epoch_done,191.99,epoch=8 train_loss=0.3422 train_acc=0.8871 train_f1=0.8692 val_loss=0.7517 val_acc=0.7646 val_f1=0.7174
2026-02-09T03:10:36.812Z,p1_tinycnn_seed42,early_stop,,early_stop at epoch=8 best_epoch=3 best_val_f1=0.736932
2026-02-09T03:10:36.817Z,p1_tinycnn_seed42,test_eval_start,,
2026-02-09T03:10:55.634Z,p1_tinycnn_seed42,test_eval_done,18.82,test_loss=0.6531 test_acc=0.8057 test_f1=0.7687
2026-02-09T03:11:11.239Z,p1_tinycnn_seed42,leaderboard_written,,path=results/leaderboard.csv
2026-02-09T03:11:11.239Z,p1_tinycnn_seed42,run_done,,
2026-02-09T03:40:32.074Z,p1_tinycnn_cbam_rr4_sk3_seed42,run_start,,model=tinycnn_cbam epochs=50 bs=64 lr=0.001 seed=42
2026-02-09T03:40:32.076Z,p1_tinycnn_cbam_rr4_sk3_seed42,load_datasets_start,,mode=full
2026-02-09T03:40:32.081Z,p1_tinycnn_cbam_rr4_sk3_seed42,load_datasets_done,0.00,train=250050 val=63056 test=67256
2026-02-09T03:40:32.081Z,p1_tinycnn_cbam_rr4_sk3_seed42,device_selected,,device=mps name=Apple MPS GPU
2026-02-09T03:40:32.102Z,p1_tinycnn_cbam_rr4_sk3_seed42,model_initialized,,model=tinycnn_cbam params=24061
2026-02-09T03:45:45.584Z,p1_tinycnn_cbam_rr4_sk3_seed42,epoch_done,312.72,epoch=1 train_loss=0.6472 train_acc=0.7328 train_f1=0.6736 val_loss=0.7097 val_acc=0.7318 val_f1=0.6814
2026-02-09T03:50:51.945Z,p1_tinycnn_cbam_rr4_sk3_seed42,epoch_done,306.36,epoch=2 train_loss=0.4572 train_acc=0.8343 train_f1=0.8062 val_loss=0.7573 val_acc=0.6882 val_f1=0.6419
2026-02-09T03:55:57.834Z,p1_tinycnn_cbam_rr4_sk3_seed42,epoch_done,305.89,epoch=3 train_loss=0.3976 train_acc=0.8562 train_f1=0.8354 val_loss=0.7597 val_acc=0.7343 val_f1=0.6827
2026-02-09T04:01:04.555Z,p1_tinycnn_cbam_rr4_sk3_seed42,epoch_done,306.72,epoch=4 train_loss=0.3572 train_acc=0.8720 train_f1=0.8510 val_loss=0.6700 val_acc=0.7472 val_f1=0.6948
2026-02-09T04:06:09.781Z,p1_tinycnn_cbam_rr4_sk3_seed42,epoch_done,305.22,epoch=5 train_loss=0.3333 train_acc=0.8805 train_f1=0.8600 val_loss=0.7789 val_acc=0.7537 val_f1=0.7175
2026-02-09T04:11:15.757Z,p1_tinycnn_cbam_rr4_sk3_seed42,epoch_done,305.97,epoch=6 train_loss=0.3181 train_acc=0.8857 train_f1=0.8655 val_loss=0.8012 val_acc=0.7608 val_f1=0.7225
2026-02-09T04:16:20.124Z,p1_tinycnn_cbam_rr4_sk3_seed42,epoch_done,304.36,epoch=7 train_loss=0.3086 train_acc=0.8884 train_f1=0.8683 val_loss=0.7090 val_acc=0.7623 val_f1=0.7121
2026-02-09T04:21:24.900Z,p1_tinycnn_cbam_rr4_sk3_seed42,epoch_done,304.77,epoch=8 train_loss=0.2979 train_acc=0.8918 train_f1=0.8724 val_loss=0.6445 val_acc=0.7683 val_f1=0.7190
2026-02-09T04:26:29.006Z,p1_tinycnn_cbam_rr4_sk3_seed42,epoch_done,304.10,epoch=9 train_loss=0.2891 train_acc=0.8945 train_f1=0.8754 val_loss=0.6332 val_acc=0.7519 val_f1=0.6886
2026-02-09T04:31:33.931Z,p1_tinycnn_cbam_rr4_sk3_seed42,epoch_done,304.92,epoch=10 train_loss=0.2826 train_acc=0.8971 train_f1=0.8776 val_loss=0.7098 val_acc=0.7522 val_f1=0.6963
2026-02-09T04:36:40.201Z,p1_tinycnn_cbam_rr4_sk3_seed42,epoch_done,306.27,epoch=11 train_loss=0.2753 train_acc=0.8994 train_f1=0.8800 val_loss=0.6834 val_acc=0.7368 val_f1=0.6742
2026-02-09T04:36:40.202Z,p1_tinycnn_cbam_rr4_sk3_seed42,early_stop,,early_stop at epoch=11 best_epoch=6 best_val_f1=0.722525
2026-02-09T04:36:40.218Z,p1_tinycnn_cbam_rr4_sk3_seed42,test_eval_start,,
2026-02-09T04:37:01.612Z,p1_tinycnn_cbam_rr4_sk3_seed42,test_eval_done,21.39,test_loss=0.7258 test_acc=0.8124 test_f1=0.7748
2026-02-09T04:37:18.712Z,p1_tinycnn_cbam_rr4_sk3_seed42,leaderboard_written,,path=results/leaderboard.csv
2026-02-09T04:37:18.712Z,p1_tinycnn_cbam_rr4_sk3_seed42,run_done,,
2026-02-09T04:38:22.060Z,p1_tinycnn_cbam_rr4_sk7_seed42,run_start,,model=tinycnn_cbam epochs=50 bs=64 lr=0.001 seed=42
2026-02-09T04:38:22.063Z,p1_tinycnn_cbam_rr4_sk7_seed42,load_datasets_start,,mode=full
2026-02-09T04:38:22.067Z,p1_tinycnn_cbam_rr4_sk7_seed42,load_datasets_done,0.00,train=250050 val=63056 test=67256
2026-02-09T04:38:22.067Z,p1_tinycnn_cbam_rr4_sk7_seed42,device_selected,,device=mps name=Apple MPS GPU
2026-02-09T04:38:22.088Z,p1_tinycnn_cbam_rr4_sk7_seed42,model_initialized,,model=tinycnn_cbam params=24141
2026-02-09T04:43:31.831Z,p1_tinycnn_cbam_rr4_sk7_seed42,epoch_done,309.01,epoch=1 train_loss=1.0975 train_acc=0.5532 train_f1=0.2452 val_loss=1.0698 val_acc=0.5305 val_f1=0.2311
2026-02-09T04:48:35.176Z,p1_tinycnn_cbam_rr4_sk7_seed42,epoch_done,303.34,epoch=2 train_loss=1.0975 train_acc=0.5558 train_f1=0.2385 val_loss=1.0647 val_acc=0.5305 val_f1=0.2311
2026-02-09T04:53:37.368Z,p1_tinycnn_cbam_rr4_sk7_seed42,epoch_done,302.19,epoch=3 train_loss=0.9255 train_acc=0.6278 train_f1=0.4745 val_loss=0.7534 val_acc=0.7208 val_f1=0.6431
2026-02-09T04:58:39.094Z,p1_tinycnn_cbam_rr4_sk7_seed42,epoch_done,301.72,epoch=4 train_loss=0.5762 train_acc=0.8018 train_f1=0.7511 val_loss=0.7669 val_acc=0.7366 val_f1=0.6715
2026-02-09T05:03:41.023Z,p1_tinycnn_cbam_rr4_sk7_seed42,epoch_done,301.93,epoch=5 train_loss=0.5277 train_acc=0.8204 train_f1=0.7784 val_loss=0.7347 val_acc=0.7532 val_f1=0.7097
2026-02-09T05:08:42.882Z,p1_tinycnn_cbam_rr4_sk7_seed42,epoch_done,301.86,epoch=6 train_loss=0.4917 train_acc=0.8304 train_f1=0.7950 val_loss=0.6317 val_acc=0.7561 val_f1=0.7006
2026-02-09T05:13:44.833Z,p1_tinycnn_cbam_rr4_sk7_seed42,epoch_done,301.95,epoch=7 train_loss=0.4602 train_acc=0.8405 train_f1=0.8098 val_loss=0.7081 val_acc=0.7562 val_f1=0.7137
2026-02-09T05:18:46.719Z,p1_tinycnn_cbam_rr4_sk7_seed42,epoch_done,301.88,epoch=8 train_loss=0.4473 train_acc=0.8450 train_f1=0.8181 val_loss=0.6838 val_acc=0.7431 val_f1=0.6885
2026-02-09T05:23:48.671Z,p1_tinycnn_cbam_rr4_sk7_seed42,epoch_done,301.95,epoch=9 train_loss=0.4351 train_acc=0.8497 train_f1=0.8259 val_loss=0.7047 val_acc=0.7633 val_f1=0.7241
2026-02-09T05:28:53.394Z,p1_tinycnn_cbam_rr4_sk7_seed42,epoch_done,304.72,epoch=10 train_loss=0.4341 train_acc=0.8510 train_f1=0.8289 val_loss=0.7931 val_acc=0.7487 val_f1=0.7067
2026-02-09T05:34:02.284Z,p1_tinycnn_cbam_rr4_sk7_seed42,epoch_done,308.89,epoch=11 train_loss=0.4103 train_acc=0.8603 train_f1=0.8393 val_loss=0.6515 val_acc=0.7721 val_f1=0.7294
2026-02-09T05:39:11.258Z,p1_tinycnn_cbam_rr4_sk7_seed42,epoch_done,308.97,epoch=12 train_loss=0.4030 train_acc=0.8650 train_f1=0.8444 val_loss=0.7061 val_acc=0.7653 val_f1=0.7232
2026-02-09T05:44:15.646Z,p1_tinycnn_cbam_rr4_sk7_seed42,epoch_done,304.39,epoch=13 train_loss=0.3900 train_acc=0.8717 train_f1=0.8520 val_loss=0.7912 val_acc=0.7543 val_f1=0.7222
2026-02-09T05:49:17.563Z,p1_tinycnn_cbam_rr4_sk7_seed42,epoch_done,301.91,epoch=14 train_loss=0.3822 train_acc=0.8743 train_f1=0.8540 val_loss=0.7278 val_acc=0.7745 val_f1=0.7410
2026-02-09T05:54:22.010Z,p1_tinycnn_cbam_rr4_sk7_seed42,epoch_done,304.44,epoch=15 train_loss=0.3751 train_acc=0.8774 train_f1=0.8570 val_loss=0.6913 val_acc=0.7700 val_f1=0.7221
2026-02-09T05:59:30.329Z,p1_tinycnn_cbam_rr4_sk7_seed42,epoch_done,308.32,epoch=16 train_loss=0.3808 train_acc=0.8757 train_f1=0.8552 val_loss=0.7038 val_acc=0.7710 val_f1=0.7288
2026-02-09T06:04:38.683Z,p1_tinycnn_cbam_rr4_sk7_seed42,epoch_done,308.35,epoch=17 train_loss=0.3664 train_acc=0.8812 train_f1=0.8610 val_loss=0.6804 val_acc=0.7776 val_f1=0.7294
2026-02-09T06:09:47.150Z,p1_tinycnn_cbam_rr4_sk7_seed42,epoch_done,308.46,epoch=18 train_loss=0.3599 train_acc=0.8837 train_f1=0.8638 val_loss=0.6812 val_acc=0.7851 val_f1=0.7425
2026-02-09T06:14:55.219Z,p1_tinycnn_cbam_rr4_sk7_seed42,epoch_done,308.07,epoch=19 train_loss=0.5141 train_acc=0.8050 train_f1=0.7754 val_loss=0.7393 val_acc=0.7693 val_f1=0.7205
2026-02-09T06:20:03.592Z,p1_tinycnn_cbam_rr4_sk7_seed42,epoch_done,308.37,epoch=20 train_loss=0.3797 train_acc=0.8735 train_f1=0.8518 val_loss=0.7268 val_acc=0.7835 val_f1=0.7467
2026-02-09T06:25:11.561Z,p1_tinycnn_cbam_rr4_sk7_seed42,epoch_done,307.97,epoch=21 train_loss=0.3343 train_acc=0.8899 train_f1=0.8691 val_loss=0.6454 val_acc=0.7930 val_f1=0.7443
2026-02-09T06:30:19.489Z,p1_tinycnn_cbam_rr4_sk7_seed42,epoch_done,307.92,epoch=22 train_loss=0.3242 train_acc=0.8925 train_f1=0.8719 val_loss=0.6877 val_acc=0.7887 val_f1=0.7436
2026-02-09T06:35:27.532Z,p1_tinycnn_cbam_rr4_sk7_seed42,epoch_done,308.04,epoch=23 train_loss=0.3179 train_acc=0.8941 train_f1=0.8737 val_loss=0.6409 val_acc=0.7999 val_f1=0.7525
2026-02-09T06:40:35.800Z,p1_tinycnn_cbam_rr4_sk7_seed42,epoch_done,308.26,epoch=24 train_loss=0.3120 train_acc=0.8960 train_f1=0.8751 val_loss=0.7495 val_acc=0.7834 val_f1=0.7433
2026-02-09T06:45:43.934Z,p1_tinycnn_cbam_rr4_sk7_seed42,epoch_done,308.13,epoch=25 train_loss=0.3351 train_acc=0.8826 train_f1=0.8629 val_loss=0.6497 val_acc=0.7805 val_f1=0.7254
2026-02-09T06:50:51.610Z,p1_tinycnn_cbam_rr4_sk7_seed42,epoch_done,307.67,epoch=26 train_loss=0.3055 train_acc=0.8980 train_f1=0.8769 val_loss=0.7547 val_acc=0.7616 val_f1=0.7160
2026-02-09T06:55:59.932Z,p1_tinycnn_cbam_rr4_sk7_seed42,epoch_done,308.32,epoch=27 train_loss=0.3450 train_acc=0.8763 train_f1=0.8564 val_loss=0.6729 val_acc=0.7934 val_f1=0.7394
2026-02-09T07:01:08.543Z,p1_tinycnn_cbam_rr4_sk7_seed42,epoch_done,308.61,epoch=28 train_loss=0.3007 train_acc=0.8984 train_f1=0.8777 val_loss=0.5926 val_acc=0.7896 val_f1=0.7326
2026-02-09T07:01:08.544Z,p1_tinycnn_cbam_rr4_sk7_seed42,early_stop,,early_stop at epoch=28 best_epoch=23 best_val_f1=0.752489
2026-02-09T07:01:08.553Z,p1_tinycnn_cbam_rr4_sk7_seed42,test_eval_start,,
2026-02-09T07:01:29.988Z,p1_tinycnn_cbam_rr4_sk7_seed42,test_eval_done,21.43,test_loss=0.6068 test_acc=0.8268 test_f1=0.7828
2026-02-09T07:01:47.124Z,p1_tinycnn_cbam_rr4_sk7_seed42,leaderboard_written,,path=results/leaderboard.csv
2026-02-09T07:01:47.124Z,p1_tinycnn_cbam_rr4_sk7_seed42,run_done,,
2026-02-09T07:02:50.549Z,p1_tinycnn_cbam_rr4_sk11_seed42,run_start,,model=tinycnn_cbam epochs=50 bs=64 lr=0.001 seed=42
2026-02-09T07:02:50.551Z,p1_tinycnn_cbam_rr4_sk11_seed42,load_datasets_start,,mode=full
2026-02-09T07:02:50.555Z,p1_tinycnn_cbam_rr4_sk11_seed42,load_datasets_done,0.00,train=250050 val=63056 test=67256
2026-02-09T07:02:50.556Z,p1_tinycnn_cbam_rr4_sk11_seed42,device_selected,,device=mps name=Apple MPS GPU
2026-02-09T07:02:50.576Z,p1_tinycnn_cbam_rr4_sk11_seed42,model_initialized,,model=tinycnn_cbam params=24285
2026-02-09T07:08:03.233Z,p1_tinycnn_cbam_rr4_sk11_seed42,epoch_done,311.93,epoch=1 train_loss=1.0985 train_acc=0.5549 train_f1=0.2407 val_loss=1.0731 val_acc=0.5305 val_f1=0.2311
2026-02-09T07:13:14.659Z,p1_tinycnn_cbam_rr4_sk11_seed42,epoch_done,311.42,epoch=2 train_loss=1.0974 train_acc=0.5559 train_f1=0.2382 val_loss=1.0777 val_acc=0.5305 val_f1=0.2311
2026-02-09T07:18:26.159Z,p1_tinycnn_cbam_rr4_sk11_seed42,epoch_done,311.50,epoch=3 train_loss=1.0974 train_acc=0.5559 train_f1=0.2382 val_loss=1.0755 val_acc=0.5305 val_f1=0.2311
2026-02-09T07:23:37.535Z,p1_tinycnn_cbam_rr4_sk11_seed42,epoch_done,311.37,epoch=4 train_loss=1.0974 train_acc=0.5556 train_f1=0.2392 val_loss=1.0734 val_acc=0.5305 val_f1=0.2311
2026-02-09T07:28:49.137Z,p1_tinycnn_cbam_rr4_sk11_seed42,epoch_done,311.60,epoch=5 train_loss=1.0974 train_acc=0.5559 train_f1=0.2382 val_loss=1.0789 val_acc=0.5305 val_f1=0.2311
2026-02-09T07:34:00.623Z,p1_tinycnn_cbam_rr4_sk11_seed42,epoch_done,311.48,epoch=6 train_loss=1.0973 train_acc=0.5546 train_f1=0.2407 val_loss=1.0745 val_acc=0.5305 val_f1=0.2311
2026-02-09T07:34:00.624Z,p1_tinycnn_cbam_rr4_sk11_seed42,early_stop,,early_stop at epoch=6 best_epoch=1 best_val_f1=0.231087
2026-02-09T07:34:00.630Z,p1_tinycnn_cbam_rr4_sk11_seed42,test_eval_start,,
2026-02-09T07:34:21.611Z,p1_tinycnn_cbam_rr4_sk11_seed42,test_eval_done,20.98,test_loss=1.0720 test_acc=0.5384 test_f1=0.2333
2026-02-09T07:34:38.889Z,p1_tinycnn_cbam_rr4_sk11_seed42,leaderboard_written,,path=results/leaderboard.csv
2026-02-09T07:34:38.890Z,p1_tinycnn_cbam_rr4_sk11_seed42,run_done,,
2026-02-09T07:35:42.233Z,p1_tinycnn_cbam_rr8_sk3_seed42,run_start,,model=tinycnn_cbam epochs=50 bs=64 lr=0.001 seed=42
2026-02-09T07:35:42.235Z,p1_tinycnn_cbam_rr8_sk3_seed42,load_datasets_start,,mode=full
2026-02-09T07:35:42.239Z,p1_tinycnn_cbam_rr8_sk3_seed42,load_datasets_done,0.00,train=250050 val=63056 test=67256
2026-02-09T07:35:42.239Z,p1_tinycnn_cbam_rr8_sk3_seed42,device_selected,,device=mps name=Apple MPS GPU
2026-02-09T07:35:42.257Z,p1_tinycnn_cbam_rr8_sk3_seed42,model_initialized,,model=tinycnn_cbam params=23801
2026-02-09T07:40:54.972Z,p1_tinycnn_cbam_rr8_sk3_seed42,epoch_done,311.99,epoch=1 train_loss=0.6853 train_acc=0.7007 train_f1=0.6425 val_loss=0.7453 val_acc=0.7162 val_f1=0.6560
2026-02-09T07:46:00.955Z,p1_tinycnn_cbam_rr8_sk3_seed42,epoch_done,305.98,epoch=2 train_loss=0.4631 train_acc=0.8229 train_f1=0.8000 val_loss=0.7439 val_acc=0.7423 val_f1=0.7108
2026-02-09T07:51:06.226Z,p1_tinycnn_cbam_rr8_sk3_seed42,epoch_done,305.27,epoch=3 train_loss=0.4126 train_acc=0.8444 train_f1=0.8213 val_loss=2.1967 val_acc=0.4821 val_f1=0.4876
2026-02-09T07:56:11.043Z,p1_tinycnn_cbam_rr8_sk3_seed42,epoch_done,304.81,epoch=4 train_loss=0.3555 train_acc=0.8664 train_f1=0.8441 val_loss=0.6462 val_acc=0.7611 val_f1=0.7166
2026-02-09T08:01:16.091Z,p1_tinycnn_cbam_rr8_sk3_seed42,epoch_done,305.04,epoch=5 train_loss=0.3309 train_acc=0.8775 train_f1=0.8556 val_loss=0.6966 val_acc=0.7483 val_f1=0.6943
2026-02-09T08:06:21.154Z,p1_tinycnn_cbam_rr8_sk3_seed42,epoch_done,305.06,epoch=6 train_loss=0.3162 train_acc=0.8834 train_f1=0.8616 val_loss=0.6535 val_acc=0.7694 val_f1=0.7349
2026-02-09T08:11:26.144Z,p1_tinycnn_cbam_rr8_sk3_seed42,epoch_done,304.99,epoch=7 train_loss=0.3066 train_acc=0.8871 train_f1=0.8659 val_loss=0.6471 val_acc=0.7655 val_f1=0.7219
2026-02-09T08:16:31.068Z,p1_tinycnn_cbam_rr8_sk3_seed42,epoch_done,304.92,epoch=8 train_loss=0.3028 train_acc=0.8873 train_f1=0.8662 val_loss=0.6312 val_acc=0.7842 val_f1=0.7493
2026-02-09T08:21:35.584Z,p1_tinycnn_cbam_rr8_sk3_seed42,epoch_done,304.51,epoch=9 train_loss=0.2936 train_acc=0.8913 train_f1=0.8710 val_loss=0.6033 val_acc=0.7883 val_f1=0.7537
2026-02-09T08:26:40.216Z,p1_tinycnn_cbam_rr8_sk3_seed42,epoch_done,304.63,epoch=10 train_loss=0.2880 train_acc=0.8939 train_f1=0.8743 val_loss=0.7177 val_acc=0.7458 val_f1=0.7139
2026-02-09T08:31:45.073Z,p1_tinycnn_cbam_rr8_sk3_seed42,epoch_done,304.86,epoch=11 train_loss=0.2834 train_acc=0.8951 train_f1=0.8759 val_loss=0.6472 val_acc=0.7797 val_f1=0.7411
2026-02-09T08:36:49.608Z,p1_tinycnn_cbam_rr8_sk3_seed42,epoch_done,304.53,epoch=12 train_loss=0.2787 train_acc=0.8969 train_f1=0.8780 val_loss=0.6796 val_acc=0.7613 val_f1=0.7261
2026-02-09T08:41:54.257Z,p1_tinycnn_cbam_rr8_sk3_seed42,epoch_done,304.65,epoch=13 train_loss=0.2760 train_acc=0.8979 train_f1=0.8786 val_loss=0.6890 val_acc=0.7646 val_f1=0.7212
2026-02-09T08:46:58.952Z,p1_tinycnn_cbam_rr8_sk3_seed42,epoch_done,304.69,epoch=14 train_loss=0.2721 train_acc=0.8996 train_f1=0.8810 val_loss=0.7009 val_acc=0.7781 val_f1=0.7441
2026-02-09T08:46:58.952Z,p1_tinycnn_cbam_rr8_sk3_seed42,early_stop,,early_stop at epoch=14 best_epoch=9 best_val_f1=0.753740
2026-02-09T08:46:58.966Z,p1_tinycnn_cbam_rr8_sk3_seed42,test_eval_start,,
2026-02-09T08:47:19.789Z,p1_tinycnn_cbam_rr8_sk3_seed42,test_eval_done,20.82,test_loss=0.5417 test_acc=0.8274 test_f1=0.7977
2026-02-09T08:47:36.805Z,p1_tinycnn_cbam_rr8_sk3_seed42,leaderboard_written,,path=results/leaderboard.csv
2026-02-09T08:47:36.805Z,p1_tinycnn_cbam_rr8_sk3_seed42,run_done,,
2026-02-09T08:48:40.184Z,p1_tinycnn_cbam_rr8_sk7_seed42,run_start,,model=tinycnn_cbam epochs=50 bs=64 lr=0.001 seed=42
2026-02-09T08:48:40.186Z,p1_tinycnn_cbam_rr8_sk7_seed42,load_datasets_start,,mode=full
2026-02-09T08:48:40.190Z,p1_tinycnn_cbam_rr8_sk7_seed42,load_datasets_done,0.00,train=250050 val=63056 test=67256
2026-02-09T08:48:40.191Z,p1_tinycnn_cbam_rr8_sk7_seed42,device_selected,,device=mps name=Apple MPS GPU
2026-02-09T08:48:40.214Z,p1_tinycnn_cbam_rr8_sk7_seed42,model_initialized,,model=tinycnn_cbam params=23881
2026-02-09T08:53:54.233Z,p1_tinycnn_cbam_rr8_sk7_seed42,epoch_done,313.29,epoch=1 train_loss=0.7424 train_acc=0.7043 train_f1=0.6120 val_loss=1.0128 val_acc=0.6757 val_f1=0.6580
2026-02-09T08:59:02.338Z,p1_tinycnn_cbam_rr8_sk7_seed42,epoch_done,308.10,epoch=2 train_loss=0.5192 train_acc=0.8172 train_f1=0.7754 val_loss=0.6768 val_acc=0.7491 val_f1=0.7059
2026-02-09T09:04:10.529Z,p1_tinycnn_cbam_rr8_sk7_seed42,epoch_done,308.19,epoch=3 train_loss=0.4839 train_acc=0.8322 train_f1=0.8006 val_loss=0.7055 val_acc=0.7527 val_f1=0.7182
2026-02-09T09:09:19.210Z,p1_tinycnn_cbam_rr8_sk7_seed42,epoch_done,308.68,epoch=4 train_loss=0.4635 train_acc=0.8397 train_f1=0.8120 val_loss=0.6135 val_acc=0.7548 val_f1=0.7007
